,coaster_name,Location,Status,Manufacturer,Model,Lift/launch system,Trains,Designer,year_introduced,latitude,longitude,track_type,opening_date_clean,speed_mph,height_ft,Inversions_clean,Gforce_clean,Length_ft,Height_restriction_in,Cost_USD,Acceleration_clean,Max_vertical_angle,Duration_seconds,Capacity_riders_per_hour,Drop_ft
876,Stinger (roller coaster),Other,In Production,Vekoma,Unknown,Unknown,Unknown,Unknown,2012,40.2864,-76.6531,Other,Unknown,50.0,91.9,3,4.0,1013.8,48.0,8540000.0,9.1,65.0,90.0,1080,92.0
877,Superman: Ultimate Flight (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Operating,Premier Rides,Sky Rocket II,LSM,Single train with 2 cars. Riders are arranged 2 across in 3 rows for a total of 12 riders per train.,Unknown,2012,38.1386,-122.231,Steel,2012-06-30,62.0,91.9,1,4.0,863.0,52.0,6000000.0,9.1,90.0,45.0,1080,135.0
878,The Swarm (roller coaster),Thorpe Park,Operating,Bolliger & Mabillard,Custom,Chain lift hill,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Unknown,2012,51.4056,-0.5154,Steel,2012-03-15,59.0,126.6,5,4.5,2543.0,55.118110236220474,8540000.0,9.1,65.0,75.0,1100,92.0
879,The Walking Dead: The Ride,Thorpe Park Resort,Operating,Vekoma,Enigma,Drive tire lift hill,5 trains with 5 cars. Riders are arranged 2 across in a single row for a total of 10 riders per train.,Vekoma,2012,51.4036,-0.5132,Steel,1996-03-23,27.7,91.9,0,2.4,1312.3,7.0,8540000.0,9.1,65.0,120.0,700,32.0
880,Triops (roller coaster),Other,In Production,Vekoma,Unknown,Unknown,Unknown,Unknown,2012,40.2864,-76.6531,Other,Unknown,50.0,91.9,3,4.0,1013.8,48.0,8540000.0,9.1,65.0,90.0,1080,92.0
881,Verbolten,Busch Gardens Williamsburg,Operating,Zierer,Family Launched Coaster Elevated Seating Coaster,2 LSM Launches,5 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Unknown,2012,37.2315,-76.6449,Steel,2012-05-18,53.0,91.9,0,4.0,2835.0,48.0,8540000.0,9.1,65.0,205.0,1080,88.0
882,Wild Eagle,Dollywood,Operating,Bolliger & Mabillard,Wing Coaster,Chain lift hill,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Unknown,2012,35.7947,-83.5301,Steel,2012-03-24,61.0,91.9,4,4.0,3127.0,19.68503937007874,8540000.0,9.1,65.0,142.0,1080,135.0
883,Wild West Express Coaster,Other,Unknown,Zierer,Tivoli,Unknown,Unknown,Ing.-Büro Stengel GmbH,2012,40.2864,-76.6531,Steel,Unknown,16.0,91.9,0,4.0,197.0,48.0,8540000.0,9.1,65.0,105.0,600,92.0
884,Wodan Timbur Coaster,Europa-Park,Operating,Great Coasters International,Unknown,Chain lift hill,3 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Unknown,2012,48.2614,7.7192,Wood,2012-03-31,62.1,91.9,0,3.5,3444.0,11.0,11000000.0,9.1,52.0,205.0,1250,92.0
885,X-Flight (Six Flags Great America),Six Flags Great America,Operating,Bolliger & Mabillard,Wing Coaster,Chain lift hill,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Unknown,2012,42.3654,-87.9338,Steel,2012-05-16,55.0,91.9,5,4.0,3000.0,21.25984251968504,13500000.0,9.1,65.0,75.0,1080,92.0
886,Abyss (roller coaster),Adventure World,Operating,Gerstlauer,Euro-Fighter – Custom,Chain lift hill,4 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,Unknown,2013,-32.0955,115.817,Steel,2013-11-01,52.8,98.4,3,4.5,2070.0,1.0,7800000.0,9.1,100.0,120.0,1080,100.0
887,Boomerang (Six Flags St. Louis),Other,Unknown,Vekoma,Boomerang,Chain lift hill,Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Unknown,2013,40.2864,-76.6531,Steel,Unknown,47.0,91.9,3,5.2,935.0,48.0,8540000.0,9.1,65.0,108.0,760,108.0
888,Coast Rider,Knott's Berry Farm,Operating,Mack Rides,Wild Mouse (large park),Unknown,Unknown,Unknown,2013,33.845,-118.0019,Steel,2013-05-25,49.7,91.9,0,4.0,1339.0,44.0,8540000.0,9.1,65.0,150.0,1080,92.0
889,Crazy Bird,Happy Valley Tianjin,Operating,S&S – Sansei Technologies,El Loco,Unknown,Unknown,Unknown,2013,39.1847,117.4686,Steel,2013-12-22,49.7,91.9,2,4.0,1280.0,48.0,8540000.0,9.1,120.0,105.0,1080,98.0
890,Deep Space (roller coaster),Adlabs Imagica,Operating,Premier Rides,Sky Rocket - Indoor,LSM launch circuit coaster,2 trains with 2 cars. Riders are arranged 6 across in a single row for a total of 12 riders per train.,Unknown,2013,18.7647,-73.2805,Steel,2013-01-01,42.5,91.9,2,4.0,1706.0,52.0,8540000.0,9.1,65.0,116.0,600,92.0
891,Flying Turns (Knoebels),Knoebels Amusement Resort,Operating,Knoebels Amusement Resort,Unknown,Unknown,Larson International[1] trains with 3 cars. Riders are arranged 1 across in 2 rows for a total of 6 riders per train.,John Fetterman,2013,40.8784,-76.5051,Wood,2013-10-05,24.0,91.9,0,4.0,1300.0,42.0,8540000.0,9.1,65.0,105.0,1080,92.0
892,Freedom Flyer,Fun Spot America,Operating,Vekoma,Suspended Family Coaster (395m),Drive tire,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Unknown,2013,28.4662,-81.4561,Steel,2013-06-08,34.2,91.9,0,2.5,1295.9,36.0,8540000.0,9.1,65.0,63.0,758,92.0
893,Full Throttle (roller coaster),Six Flags Magic Mountain,Operating,Premier Rides,Unknown,3 linear synchronous motor launches,2 trains with 3 cars. Riders are arranged 2 across in 3 rows for a total of 18 riders per train.,Unknown,2013,34.4232,-118.5972,Steel,2013-06-22,70.0,91.9,2,4.0,2200.0,54.0,6000000.0,9.1,65.0,90.0,800,92.0
894,GateKeeper (roller coaster),Cedar Point,Operating,Bolliger & Mabillard,Wing Coaster,Chain lift hill,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Unknown,2013,41.4806,-82.679,Steel,2013-05-11,67.0,91.9,6,4.0,4164.0,20.47244094488189,30000000.0,9.1,65.0,160.0,1710,164.0
895,Gold Striker,California's Great America,Operating,Great Coasters International,Unknown,Chain lift hill,2 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Jeff Pike,2013,37.3967,-121.9749,Wood,2013-05-31,53.7,91.9,0,4.2,3197.0,48.0,10000000.0,9.1,50.0,150.0,850,103.3
896,Hades 360,Mt. Olympus Water & Theme Park,Operating,The Gravity Group,Unknown,Unknown,Single train with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Unknown,2013,43.617,-89.7893,Wood,2013-05-14,60.0,91.9,1,3.5,4746.0,48.0,8540000.0,9.1,65.0,140.0,1080,140.0
897,Iron Rattler,Six Flags Fiesta Texas,Operating,Rocky Mountain Construction,I-Box,Chain lift hill,2 Gerstlauer trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,2013,40.2864,-76.6531,Steel,2013-05-25,70.0,91.9,1,4.0,3266.0,48.0,10000000.0,9.1,81.0,105.0,850,171.0
898,The Joker (Six Flags México),Other,Unknown,Gerstlauer,Unknown,Chain lift hill,Unknown,Werner Stengel,2013,19.2951,-99.2082,Steel,Unknown,31.0,91.9,0,4.0,1351.0,42.0,8540000.0,9.1,65.0,105.0,1080,27.0
899,Karacho,Erlebnispark Tripsdrill,Operating,Gerstlauer,Infinity Coaster,Linear synchronous motor launch,Unknown,Imaginvest,2013,49.0377,9.0544,Steel,2013-07-10,55.9,98.4,4,4.0,2300.0,1.0,7700000.000000001,15.65,65.0,105.0,960,92.0
900,Nitro (Imagicaa),Imagicaa,Operating,Bolliger & Mabillard,Floorless Coaster,Chain lift hill,2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,Unknown,2013,18.7664,73.28,Steel,2013-10-01,65.2,91.9,5,4.0,2800.0,52.0,8540000.0,9.1,65.0,150.0,1080,92.0
901,Orkanen,Fårup Sommarland,Operating,Vekoma,Suspended Family Coaster (453m),Drive tire,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Unknown,2013,57.27,9.6453,Steel,2013-06-05,46.6,91.9,0,3.0,1486.2,5.0,35000000.0,9.1,65.0,60.0,670,92.0
902,Outlaw Run,Silver Dollar City,Operating,Rocky Mountain Construction,Topper Track – Custom,Chain lift hill,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,2013,36.6681,-93.34,Wood,2013-03-15,68.0,91.9,3,4.0,2937.0,48.0,10000000.0,9.1,81.0,87.0,1080,162.0
903,Ring Racer,Nürburgring,Closed,S&S - Sansei Technologies,High-Thrill coaster,Pneumatic launch,Unknown,Unknown,2013,50.3361,6.9492,Steel,2013-10-31,99.4,123.0,0,5.6,3976.0,55.0,8540000.0,22.22,65.0,85.0,400,92.0
904,The Smiler,Alton Towers,Operating,Gerstlauer,Infinity Coaster,"2 chain lift systems, 2nd is vertical.",4 trains with 4 cars. Riders are arranged 4 across in a single row for a total of 16 riders per train.,Unknown,2013,52.9872,-1.8953,Steel,2013-05-31,52.8,91.9,14,4.8,3838.6,7.0,22500000.0,9.1,65.0,165.0,1200,98.4
905,Smoky Mountain Alpine Coaster,Other,Operating,Wiegand,Mountain coaster,Cable lift hill,a single car. Riders are arranged 1 across in 2 rows for a total of 2 riders per train.,Unknown,2013,35.7934,-83.5965,Steel,2013-08-03,27.0,91.9,0,4.0,2300.0,56.0,8540000.0,9.1,65.0,480.0,1080,92.0
906,Storm Coaster,Sea World (Australia),Operating,Mack Rides,Water Coaster,Chain lift hill,6 trains with a single car. Riders are arranged 2 across in 4 rows for a total of 8 riders per train.,Unknown,2013,-27.9563,153.4258,Steel,2013-12-06,43.5,91.9,0,3.0,1540.0,7.0,20000000.0,9.1,65.0,120.0,1080,92.0
907,White Lightning (roller coaster),Fun Spot America,Operating,Great Coasters International,Custom,Chain lift hill,2 trains with 6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,Unknown,2013,28.4662,-81.4564,Wood,2013-06-07,44.3,91.9,0,4.0,2032.0,46.0,3500000.0,9.1,58.0,75.0,1080,67.2
908,Wild Kitty,Other,Unknown,Allan Herschell Company,Little Dipper,Unknown,Unknown,Unknown,2013,40.2864,-76.6531,Steel,Unknown,49.7,91.9,0,4.0,2300.0,48.0,8540000.0,9.1,65.0,105.0,100,92.0
909,Woodstock Express (Kings Dominion),Kings Dominion,Operating,Philadelphia Toboggan Coasters,Unknown,Unknown,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,John C. Allen,2013,37.8405,-77.4422,Wood,1974-01-01,35.0,91.9,0,4.0,1385.0,40.0,8540000.0,9.1,65.0,100.0,1200,30.0
910,Alpina Blitz,Nigloland,Operating,Mack Rides,Unknown,Chain lift hill,2 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Unknown,2014,48.2617,4.6149,Steel,2014-04-12,51.6,108.3,0,4.3,2359.0,48.0,8800000.0,9.1,65.0,105.0,1080,92.0
911,Arthur – The Ride,Europa-Park,Operating,Mack Rides,Unknown,Unknown,9 trains with a single car. Riders are arranged 4 across in 3 rows for a total of 12 riders per train.,Unknown,2014,48.2639,7.7237,Steel,2014-06-01,19.3,44.3,0,4.0,1800.0,3.0,27500000.000000004,9.1,65.0,240.0,1600,92.0
912,Banshee (roller coaster),Kings Island,Operating,Bolliger & Mabillard,Inverted Coaster,Chain lift hill,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Unknown,2014,39.3457,-84.2655,Steel,2014-04-18,68.0,91.9,7,4.0,4124.0,20.47244094488189,24000000.0,9.1,65.0,160.0,1650,150.0
913,The Bat (Kings Island; opened 1993),Kings Island,Operating,Arrow Dynamics,Suspended Coaster,Chain lift hill,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Unknown,2014,39.3476,-84.2652,Steel,1993-04-09,51.0,91.9,0,2.9,2352.0,48.0,8540000.0,9.1,45.0,112.0,1200,70.0
914,Dragon Wagon (Indiana Beach),Indiana Beach,Removed,Wisdom Rides,Unknown,Tire Lift,Unknown,Unknown,2014,40.79,-86.7713,Steel,2014-08-01,49.7,91.9,0,4.0,2300.0,48.0,8540000.0,9.1,65.0,105.0,1080,92.0
915,Family Inverted Coaster (Happy Valley Shanghai),Happy Valley Shanghai,Operating,Bolliger & Mabillard,Family Inverted Coaster,Chain lift hill,Unknown,Unknown,2014,31.0973,121.2087,Steel,2014-07-05,30.4,91.9,0,4.0,1328.8,48.0,8540000.0,9.1,65.0,105.0,1080,92.0
916,FireChaser Express,Dollywood,Operating,Gerstlauer,Custom,"Tire propelled launch, Chain lift hill",Several Gerstlauer trains with 7 cars. Riders are arranged 2 across in a single row for a total of 14 riders per train.,Unknown,2014,35.7947,-83.5301,Steel,2014-03-22,34.5,91.9,0,4.0,2427.0,39.0,15000000.0,8.13,65.0,139.0,750,92.0
917,Flight of the Hippogriff,Other,Unknown,"Vekoma (Orlando, Japan)Mack Rides (Hollywood, Beijing)","Junior Coaster (335m)[1] Youngstar Coaster (Hollywood, Beijing) [1]",Drive tire,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Universal Creative,2014,40.2864,-76.6531,Steel,Unknown,28.5,91.9,0,4.0,1099.1,36.0,8540000.0,9.1,65.0,66.0,1080,92.0
918,Flug der Dämonen,Heide Park Resort,Operating,Bolliger & Mabillard,Wing Coaster,Chain lift hill,2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,Unknown,2014,53.0262,9.8796,Steel,2014-03-29,62.1,131.2,5,4.0,2533.0,55.118110236220474,8540000.0,9.1,65.0,52.0,1060,92.0
919,Goliath (Six Flags Great America),Six Flags Great America,Operating,Rocky Mountain Construction,Topper Track – Custom,Chain lift hill,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,2014,42.3661,-87.9311,Other,2014-06-19,72.0,91.9,2,4.0,3100.0,48.0,8540000.0,9.1,85.0,105.0,800,180.0
920,Harry Potter and the Escape from Gringotts,Universal Studios Florida,Operating,Intamin,Unknown,Drive tire launch,11 trains with 2 cars. Riders are arranged 4 across in 3 rows for a total of 24 riders per train.,Universal Creative,2014,28.4803,-81.47,Steel,2014-07-08,49.7,91.9,0,4.0,2000.0,42.0,8540000.0,9.1,50.0,300.0,1080,92.0
921,Helix (roller coaster),Liseberg,Operating,Mack Rides,Unknown,2 linear motors,3 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Ing.-Büro Stengel GmbH,2014,57.6953,11.9908,Steel,2014-04-26,62.1,134.5,7,4.3,4531.0,51.0,239000000.0,9.1,65.0,130.0,1350,92.0
922,Lightning Run,Kentucky Kingdom,Operating,Chance Rides,Hyper GT-X Coaster,Unknown,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Unknown,2014,38.1965,-85.744,Other,2014-05-24,55.0,91.9,0,4.0,2500.0,48.0,8540000.0,9.1,80.0,120.0,800,100.0
923,El Loco (Adventuredome),Adventuredome,Operating,S&S – Sansei Technologies,Unknown,Unknown,Unknown,Unknown,2014,36.1375,-115.1666,Steel,2014-02-18,45.0,91.9,2,4.0,1300.0,48.0,8540000.0,9.1,90.0,73.0,1080,92.0
924,Medusa Steel Coaster,Six Flags México,Operating,Rocky Mountain Construction,I-Box,Chain lift hill,2 Rocky Mountain Construction trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,2014,19.2945,-99.2112,Steel,2014-06-14,58.0,91.9,3,4.0,3000.0,51.0,8540000.0,9.1,54.0,105.0,1080,100.0
925,Parrot Coaster,Chime-Long Ocean Kingdom,Operating,Bolliger & Mabillard,Wing Coaster,Chain lift hill,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Unknown,2014,22.1016,113.529,Steel,2014-01-25,67.0,91.9,3,4.0,4193.0,7.0,8540000.0,9.1,65.0,105.0,1080,92.0
926,Ragin' Cajun (roller coaster),Other,Unknown,Zamperla,Twister Coaster 420STD,Chain lift hill,9 trains with a single car. Riders are arranged 4 across in a single row for a total of 4 riders per train.,Unknown,2014,40.2864,-76.6531,Steel,Unknown,29.1,91.9,0,2.5,1377.9,48.0,8540000.0,9.1,65.0,90.0,900,92.0
927,Roar-o-Saurus,Story Land,Operating,The Gravity Group,Unknown,Chain Lift Hill,6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,Unknown,2014,44.1161,-71.1828,Wood,2014-05-24,33.0,91.9,0,4.0,1240.0,48.0,8540000.0,9.1,65.0,105.0,1080,38.0
928,Scorpion Express,Chessington World of Adventures,Operating,Mack Rides,Blauer Enzian,Unknown,Single train with 10 cars. Riders are arranged 2 across in 2 rows for a total of 40 riders per train.,Unknown,2014,51.3494,-0.318,Steel,1987-06-07,22.4,15.4,0,4.0,850.0,11.0,375.0,9.1,65.0,105.0,700,92.0
929,Seven Dwarfs Mine Train,Other,Unknown,Vekoma,Custom,Two chain lift hills,5[4] trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Walt Disney Imagineering,2014,40.2864,-76.6531,Steel,Unknown,34.0,91.9,0,4.0,2000.0,38.0,8540000.0,9.1,65.0,170.0,1080,39.0
930,Speed – The Ride,Other,Unknown,Premier Rides,Unknown,Unknown,Unknown,Werner Stengel,2014,40.2864,-76.6531,Steel,2000-04-28,70.0,91.9,1,3.5,1365.0,54.0,8540000.0,9.1,90.0,45.0,1600,92.0
931,Thunderbird (Holiday World),Holiday World & Splashin' Safari,Operating,Bolliger & Mabillard,Wing Coaster,LSM,2 trains with 5 cars. Riders are arranged 4 across in a single row for a total of 20 riders per train.,Unknown,2014,38.1242,-86.909,Steel,2015-04-25,60.0,91.9,4,4.0,3035.0,20.47244094488189,22000000.0,7.66,65.0,78.0,1140,92.0
932,Thunderbolt (2014 roller coaster),Luna Park,Operating,Zamperla,Unknown,Vertical chain lift,Unknown,Unknown,2014,40.5735,-73.9826,Steel,2014-06-14,56.0,91.9,4,4.3,2234.0,50.0,9000000.0,9.1,65.0,38.0,1080,112.0
933,Twist Coaster Robin,Yomiuriland,Removed,Sansei Technologies,Unknown,Unknown,Unknown,S&S Worldwide,2014,35.6253,139.5194,Steel,2014-03-19,38.5,62.3,2,3.9,1027.0,48.0,450000000.0,9.1,93.0,105.0,1080,92.0
934,Wonder Mountain's Guardian,Canada's Wonderland,Operating,Art Engineering,4D Interactive Dark Ride,Chain lift hill,5 trains with 2 cars. Riders are arranged 2 across in 2 rows for a total of 8 riders per train.,Triotech,2014,43.84,-79.54,Steel,2014-05-24,49.7,60.0,0,4.0,1000.0,6.0,10000000.0,9.1,65.0,210.0,650,92.0
935,Zimerman (roller coaster),Other,Unknown,Arrow Dynamics,Looping roller coaster,chain lift,Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Unknown,2014,40.2864,-76.6531,Steel,Unknown,55.0,91.9,3,4.0,1565.0,48.0,8540000.0,9.1,65.0,80.0,1080,65.0
936,Acrobat (roller coaster),Nagashima Spa Land,Operating,Bolliger & Mabillard,Flying Coaster (Manta),Chain lift hill,Unknown,Unknown,2015,40.2864,-76.6531,Steel,2015-07-18,55.9,91.9,4,4.0,3349.8,53.1496062992126,8540000.0,9.1,65.0,180.0,1080,92.0
937,Baron 1898,Efteling,Operating,Bolliger & Mabillard,Dive Coaster,Chain lift hill,3 trains with 3 cars. Riders are arranged 6 across in a single row for a total of 18 riders per train.,Unknown,2015,51.6482,5.0508,Steel,2015-07-01,55.9,98.4,2,4.0,1644.0,52.0,19800000.0,9.1,87.0,130.0,1000,123.0
938,Batman: The Ride (S&S Free Spin),Other,Unknown,S&S – Sansei Technologies,4D Free Spin,Chain lift hill,5 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,Alan Schilke,2015,40.2864,-76.6531,Steel,Unknown,38.0,91.9,6,4.0,1019.0,48.0,8540000.0,9.1,65.0,105.0,720,54.0
939,Cannibal (roller coaster),Lagoon,Operating,Lagoon Corporation,Unknown,Unknown,7[1] trains with a single car. Riders are arranged 4 across in 3 rows for a total of 12 riders per train.,Dal Freeman (Lagoon),2015,40.9874,-111.8955,Steel,2015-07-02,70.0,91.9,4,4.2,2735.0,48.0,22000000.0,9.1,116.0,150.0,1080,92.0
940,Freestyle (roller coaster),Other,Unknown,TOGO,Stand-up,Chain lift hill,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Unknown,2015,40.2864,-76.6531,Steel,Unknown,51.0,87.9,1,4.0,1282.8,7.0,8540000.0,9.1,65.0,92.0,1080,84.0
941,Fury 325,Carowinds,Operating,Bolliger & Mabillard,Hyper Coaster,Chain lift hill,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Unknown,2015,35.1055,-80.9425,Steel,2015-03-28,95.0,91.9,0,4.0,6602.0,54.0,30000000.0,9.1,81.0,105.0,1470,320.0
942,Harpy (Xishuangbanna Theme Park),Xishuangbanna Theme Park,Closed,Bolliger & Mabillard,Flying Coaster (Custom),Chain lift hill,Unknown,Unknown,2015,22.0277,100.742,Steel,2015-09-26,52.8,91.9,2,4.0,2903.5,48.0,8540000.0,9.1,65.0,105.0,1080,92.0
943,Impulse (roller coaster),Knoebels Amusement Resort,Operating,Zierer,Tower Speed Coaster,Vertical chain lift hill,"3 separate cars with 8 riders each, seated in 2 rows of 4 across",Unknown,2015,40.8798,-76.5018,Steel,2015-04-25,55.0,91.9,4,4.0,1975.0,48.0,8540000.0,9.1,90.0,80.0,1080,92.0
944,Jumbo Jet (Chelyuskintsev Park),Other,Unknown,Anton Schwarzkopf,Jet Star 3 / Jumbo Jet,Electric spiral lift,Unknown,Werner Stengel,2015,40.2864,-76.6531,Steel,Unknown,49.7,91.9,0,4.0,2300.0,48.0,8540000.0,9.1,65.0,105.0,1080,92.0
945,Junker (roller coaster),PowerPark,Operating,Gerstlauer,Infinity Coaster,Linear synchronous motor Launch,Unknown,Unknown,2015,63.2309,22.8555,Steel,2015-05-30,64.9,91.9,3,4.5,2821.5,3.0,8540000.0,15.29,65.0,60.0,1080,92.0
946,Klondike Gold Mine (roller coaster),Other,Unknown,Pinfari,ZL42,Unknown,Unknown,Pinfari,2015,40.2864,-76.6531,Steel,Unknown,49.7,91.9,1,4.0,2300.0,48.0,8540000.0,9.1,65.0,105.0,1080,92.0
947,Laff Trakk,Hersheypark,Operating,Maurer AG,Unknown,Chain,Unknown,Unknown,2015,40.2935,-76.6551,Steel,2015-05-23,40.0,91.9,0,4.0,1400.0,16.53543307086614,14000000.0,9.1,65.0,70.0,850,92.0
948,Oblivion: The Black Hole,Gardaland,Operating,Bolliger & Mabillard,Dive Coaster,Chain lift hill,3 trains with 3 cars. Riders are arranged 6 across in a single row for a total of 18 riders per train.,Unknown,2015,45.4582,10.7111,Steel,2015-03-28,62.2,91.9,2,4.0,1856.9,55.118110236220474,8540000.0,9.1,87.0,105.0,1890,92.0
949,Octonauts Rollercoaster Adventure,Alton Towers,Operating,Zamperla,Junior Coaster,Booster Wheel Lift hill,Single train with 7 cars. Riders are arranged 2 across in a single row for a total of 14 riders per train.,Unknown,2015,40.2864,-76.6531,Steel,2015-03-21,49.7,91.9,0,4.0,469.2,11.0,8540000.0,9.1,65.0,105.0,1080,9.8
950,Puss in Boots' Giant Journey,Universal Studios Singapore,Operating,Zamperla,Custom,Spiral Lift,Unknown,Unknown,2015,1.2545,103.8245,Steel,2015-04-08,49.7,55.8,0,4.0,1398.0,3.0,8540000.0,9.1,65.0,105.0,1080,92.0
951,Rewind Racers,Adventure City,Operating,Gerstlauer,Family Coaster,Chain lift hill,Single train with 7 cars. Riders are arranged 2 across in a single row for a total of 14 riders per train.,Unknown,2015,33.8151,-117.993,Steel,2015-06-06,31.1,91.9,0,4.0,593.8,39.0,2000000.0,9.1,65.0,105.0,1080,92.0
952,Rougarou (roller coaster),Cedar Point,Operating,Bolliger & Mabillard,Floorless Coaster,Chain lift hill,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Werner Stengel,2015,41.4826,-82.6874,Steel,2015-05-09,60.0,91.9,4,4.0,3900.0,21.25984251968504,12000000.0,9.1,52.0,160.0,1800,137.0
953,T3 (roller coaster),Kentucky Kingdom,Operating,Vekoma,SLC (662m Prototype),Chain lift hill,2 trains with 7 cars. Riders are arranged 2 across in a single row for a total of 14 riders per train.,Unknown,2015,38.1941,-85.747,Steel,1995-04-08,49.7,91.9,5,4.0,2171.9,20.47244094488189,8540000.0,9.1,65.0,96.0,900,92.0
954,Tempesto,Busch Gardens Williamsburg,Operating,Premier Rides,Sky Rocket II,LSM Launch Track,Single train with 3 cars. Riders are arranged 2 across in 3 rows for a total of 18 riders per train.,Unknown,2015,37.2347,-76.6421,Steel,2015-04-25,62.0,91.9,1,4.0,863.0,54.0,8540000.0,9.1,65.0,105.0,1080,135.0
955,The Cú Chulainn Coaster,Tayto Park,Operating,The Gravity Group,Unknown,Chain lift hill,Unknown,Unknown,2015,53.5427,-6.4628,Wood,2015-06-06,55.9,105.0,0,4.0,3583.0,48.0,9350000.0,9.1,65.0,165.0,700,102.0
956,The Oath of Kärnan,Hansa-Park,Operating,Gerstlauer,Hypercoaster,Chain lift hill,3 trains with a single car. Riders are arranged 4 across in 4 rows for a total of 16 riders per train.,Werner Stengel,2015,54.0769,10.78,Steel,2015-07-01,78.9,239.5,1,5.0,4052.0,3.0,28600000.000000004,9.1,90.0,217.0,200,220.0
957,Turbulence (roller coaster),Adventureland (New York),Operating,Mack Rides,Spinning Coaster,Chain lift hill,2 trains with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,Unknown,2015,40.7525,-73.4197,Steel,2015-05-22,40.0,91.9,0,4.0,1253.3,44.0,5000000.0,9.1,65.0,105.0,1080,92.0
958,Twisted Colossus,Six Flags Magic Mountain,Operating,Rocky Mountain Construction,I-Box – Custom,Chain lift hill,4 (3 max. in use) trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,2015,34.4278,-118.5975,Steel,2015-05-23,57.0,91.9,2,4.0,4990.0,48.0,8540000.0,9.1,80.0,220.0,1080,128.0
959,Wicked Cyclone,Six Flags New England,Operating,Rocky Mountain Construction,I-Box,Chain lift hill,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,2015,42.0403,-72.6156,Steel,2015-05-24,55.0,91.9,3,4.0,3320.0,48.0,10000000.0,9.1,78.0,105.0,1080,92.0
960,ZDT's Amusement Park,ZDT's Amusement Park,Operating,The Gravity Group,Unknown,Chain lift hill,2 trains with 4 cars. Riders are arranged 2 across in a single row for a total of 8 riders per train.,Unknown,2015,40.2864,-76.6531,Wood,2015-10-17,40.4,91.9,0,4.0,2300.0,48.0,8540000.0,9.1,87.0,105.0,700,58.0
961,Cobra's Curse,Busch Gardens Tampa Bay,Operating,Mack Rides,Unknown,Elevator liftWheel lift,8 trains with 2 cars. Riders are arranged 2 across in 2 rows for a total of 8 riders per train.,Unknown,2016,40.2864,-76.6531,Steel,2016-06-17,40.0,91.9,0,4.0,2100.0,42.125984251968504,8540000.0,9.1,65.0,105.0,1000,92.0
